year_month,country,occupation,source_indeed_total_it_index,source_indeed_ai_job_share,source_so_ai_use_rate,source_so_avg_salary_usd,source_linkedin_ai_hiring_index,source_stanford_genai_demand_score,key_skills
2023-11,인도네시아,Data Scientist/Analyst,100,4.09,62.0,110628,103.1,60.9,"Python, SQL, AWS"
2023-11,인도네시아,Software Developer,100,8.83,62.3,96073,117.1,66.9,"Python, SQL, AWS"
2023-11,인도네시아,Cloud/DevOps,100,8.46,67.6,57810,113.6,93.6,"Python, SQL, AWS"
2023-11,베트남,AI·ML Engineer,100,9.38,77.0,119909,132.6,85.4,"Python, PyTorch, LLM, RAG"
2023-11,베트남,Data Scientist/Analyst,100,7.54,60.5,53718,139.5,73.6,"Python, SQL, AWS"
2023-11,베트남,Software Developer,100,8.52,73.5,52612,134.8,89.0,"Python, SQL, AWS"
2023-11,베트남,Cloud/DevOps,100,10.01,76.0,88497,117.3,62.1,"Python, SQL, AWS"
2023-12,미국,AI·ML Engineer,100,5.75,67.3,115035,106.3,62.2,"Python, PyTorch, LLM, RAG"
2023-12,미국,Data Scientist/Analyst,100,11.89,82.4,100256,139.2,70.5,"Python, SQL, AWS"
2023-12,미국,Software Developer,100,3.83,62.5,63750,126.2,56.9,"Python, SQL, AWS"
2023-12,미국,Cloud/DevOps,100,9.7,81.3,42564,129.3,81.0,"Python, SQL, AWS"
2023-12,한국,AI·ML Engineer,100,10.4,78.1,80695,113.7,75.3,"Python, PyTorch, LLM, RAG"
2023-12,한국,Data Scientist/Analyst,100,4.31,63.8,128579,103.2,60.4,"Python, SQL, AWS"
2023-12,한국,Software Developer,100,5.82,67.7,112131,103.0,70.4,"Python, SQL, AWS"
2023-12,한국,Cloud/DevOps,100,4.23,64.6,113722,109.9,91.7,"Python, SQL, AWS"
2023-12,일본,AI·ML Engineer,100,8.53,77.0,105885,138.6,61.2,"Python, PyTorch, LLM, RAG"
2023-12,일본,Data Scientist/Analyst,100,6.03,73.6,47184,103.6,52.6,"Python, SQL, AWS"
2023-12,일본,Software Developer,100,6.8,64.8,46824,135.8,62.4,"Python, SQL, AWS"
2023-12,일본,Cloud/DevOps,100,11.28,75.1,111761,111.8,94.3,"Python, SQL, AWS"
2023-12,독일,AI·ML Engineer,100,9.23,68.5,41751,123.5,73.0,"Python, PyTorch, LLM, RAG"
2023-12,독일,Data Scientist/Analyst,100,9.94,78.0,92655,110.5,84.8,"Python, SQL, AWS"
2023-12,독일,Software Developer,100,4.98,78.7,59919,104.6,86.8,"Python, SQL, AWS"
2023-12,독일,Cloud/DevOps,100,4.15,78.3,79193,122.2,77.8,"Python, SQL, AWS"
2023-12,인도네시아,AI·ML Engineer,100,6.81,79.8,64911,116.1,84.7,"Python, PyTorch, LLM, RAG"
2023-12,인도네시아,Data Scientist/Analyst,100,10.63,80.5,73396,104.7,61.8,"Python, SQL, AWS"
2023-12,인도네시아,Software Developer,100,4.75,80.7,102079,109.8,79.3,"Python, SQL, AWS"
2023-12,인도네시아,Cloud/DevOps,100,7.57,80.2,128320,130.9,87.8,"Python, SQL, AWS"
2023-12,베트남,AI·ML Engineer,100,7.81,70.6,63949,115.6,73.7,"Python, PyTorch, LLM, RAG"
2023-12,베트남,Data Scientist/Analyst,100,5.33,73.9,47807,109.8,74.6,"Python, SQL, AWS"
2023-12,베트남,Software Developer,100,9.1,82.3,124775,101.3,77.7,"Python, SQL, AWS"
2023-12,베트남,Cloud/DevOps,100,7.89,71.6,124753,108.2,81.1,"Python, SQL, AWS"
2024-01,미국,AI·ML Engineer,95,11.28,81.1,86195,124.1,76.0,"Python, PyTorch, LLM, RAG"
2024-01,미국,Data Scientist/Analyst,95,5.47,79.5,91840,126.0,92.8,"Python, SQL, AWS"
2024-01,미국,Software Developer,95,4.95,73.5,114328,126.2,88.1,"Python, SQL, AWS"
2024-01,미국,Cloud/DevOps,95,10.2,80.9,120796,100.3,50.6,"Python, SQL, AWS"
2024-01,한국,AI·ML Engineer,95,6.26,77.9,78107,126.0,70.9,"Python, PyTorch, LLM, RAG"
2024-01,한국,Data Scientist/Analyst,95,9.58,78.8,102630,123.8,51.4,"Python, SQL, AWS"
2024-01,한국,Software Developer,95,4.63,69.8,92775,131.7,59.8,"Python, SQL, AWS"
2024-01,한국,Cloud/DevOps,95,10.34,66.5,75953,100.4,61.2,"Python, SQL, AWS"
2024-01,일본,AI·ML Engineer,95,4.07,65.5,53020,139.8,85.1,"Python, PyTorch, LLM, RAG"
2024-01,일본,Data Scientist/Analyst,95,10.4,63.7,116565,125.8,76.8,"Python, SQL, AWS"
2024-01,일본,Software Developer,95,9.48,83.9,54575,100.8,74.4,"Python, SQL, AWS"
2024-01,일본,Cloud/DevOps,95,5.39,72.1,89195,117.3,68.5,"Python, SQL, AWS"
2024-01,독일,AI·ML Engineer,95,11.71,71.1,75327,114.5,94.9,"Python, PyTorch, LLM, RAG"
2024-01,독일,Data Scientist/Analyst,95,10.79,61.3,98607,117.5,80.6,"Python, SQL, AWS"
2024-01,독일,Software Developer,95,3.96,63.7,71030,102.7,77.6,"Python, SQL, AWS"
2024-01,독일,Cloud/DevOps,95,8.25,70.5,120502,132.3,94.8,"Python, SQL, AWS"
2024-01,인도네시아,AI·ML Engineer,95,9.5,79.9,113071,116.6,93.0,"Python, PyTorch, LLM, RAG"
2024-01,인도네시아,Data Scientist/Analyst,95,7.57,72.1,43933,120.7,83.9,"Python, SQL, AWS"
2024-01,인도네시아,Software Developer,95,8.37,75.9,106755,114.6,65.8,"Python, SQL, AWS"
2024-01,인도네시아,Cloud/DevOps,95,8.66,72.6,90099,120.8,75.5,"Python, SQL, AWS"
2024-01,베트남,AI·ML Engineer,95,11.02,82.2,109194,104.1,70.0,"Python, PyTorch, LLM, RAG"
2024-01,베트남,Data Scientist/Analyst,95,9.21,68.5,66297,135.8,52.3,"Python, SQL, AWS"
2024-01,베트남,Software Developer,95,7.66,74.1,47429,105.0,66.1,"Python, SQL, AWS"
2024-01,베트남,Cloud/DevOps,95,7.27,77.7,83445,106.8,70.8,"Python, SQL, AWS"
2024-02,미국,AI·ML Engineer,95,9.69,62.4,68101,106.5,70.5,"Python, PyTorch, LLM, RAG"
2024-02,미국,Data Scientist/Analyst,95,4.6,70.1,100233,115.8,89.5,"Python, SQL, AWS"
2024-02,미국,Software Developer,95,3.72,79.9,117781,101.4,94.7,"Python, SQL, AWS"
2024-02,미국,Cloud/DevOps,95,7.77,61.4,124566,107.8,58.8,"Python, SQL, AWS"
2024-02,한국,AI·ML Engineer,95,3.95,62.2,81168,122.1,75.0,"Python, PyTorch, LLM, RAG"
2024-02,한국,Data Scientist/Analyst,95,10.92,73.5,42167,122.8,64.5,"Python, SQL, AWS"
2024-02,한국,Software Developer,95,6.77,85.0,89693,125.5,89.8,"Python, SQL, AWS"
2024-02,한국,Cloud/DevOps,95,3.96,60.7,83489,129.8,93.2,"Python, SQL, AWS"
2024-02,일본,AI·ML Engineer,95,11.63,73.6,121188,125.0,82.0,"Python, PyTorch, LLM, RAG"
2024-02,일본,Data Scientist/Analyst,95,8.46,63.4,88728,101.8,65.7,"Python, SQL, AWS"
2024-02,일본,Software Developer,95,11.82,60.1,79611,135.0,85.8,"Python, SQL, AWS"
2024-02,일본,Cloud/DevOps,95,10.75,79.6,102535,111.0,82.7,"Python, SQL, AWS"
2024-02,독일,AI·ML Engineer,95,11.25,64.0,80250,119.1,53.2,"Python, PyTorch, LLM, RAG"
2024-02,독일,Data Scientist/Analyst,95,6.62,65.9,66634,105.7,56.5,"Python, SQL, AWS"
2024-02,독일,Software Developer,95,5.03,74.2,106783,112.0,54.1,"Python, SQL, AWS"
2024-02,독일,Cloud/DevOps,95,6.62,64.0,96295,101.8,94.9,"Python, SQL, AWS"
2024-02,인도네시아,AI·ML Engineer,95,10.08,66.6,51726,108.8,94.5,"Python, PyTorch, LLM, RAG"
2024-02,인도네시아,Data Scientist/Analyst,95,6.77,78.4,94653,112.8,72.7,"Python, SQL, AWS"
2024-02,인도네시아,Software Developer,95,4.85,81.3,55067,105.8,61.8,"Python, SQL, AWS"
2024-02,인도네시아,Cloud/DevOps,95,6.04,67.4,127454,121.5,54.6,"Python, SQL, AWS"
2024-02,베트남,AI·ML Engineer,95,5.42,60.7,111755,105.0,58.5,"Python, PyTorch, LLM, RAG"
2024-02,베트남,Data Scientist/Analyst,95,6.57,82.1,122423,137.0,79.5,"Python, SQL, AWS"
2024-02,베트남,Software Developer,95,3.6,70.8,45582,136.4,57.6,"Python, SQL, AWS"
2024-02,베트남,Cloud/DevOps,95,4.51,61.9,48989,123.2,56.1,"Python, SQL, AWS"
2024-03,미국,AI·ML Engineer,95,6.97,83.7,43399,104.5,69.7,"Python, PyTorch, LLM, RAG"
2024-03,미국,Data Scientist/Analyst,95,10.63,71.7,64920,124.2,91.5,"Python, SQL, AWS"
2024-03,미국,Software Developer,95,9.57,66.5,50112,119.7,62.1,"Python, SQL, AWS"
2024-03,미국,Cloud/DevOps,95,4.35,75.6,69211,115.8,61.3,"Python, SQL, AWS"
2024-03,한국,AI·ML Engineer,95,5.34,60.1,48481,139.8,61.9,"Python, PyTorch, LLM, RAG"
2024-03,한국,Data Scientist/Analyst,95,6.74,82.2,110020,119.6,78.6,"Python, SQL, AWS"
2024-03,한국,Software Developer,95,10.4,61.5,69831,110.1,77.7,"Python, SQL, AWS"
2024-03,한국,Cloud/DevOps,95,9.47,61.4,109938,111.7,60.2,"Python, SQL, AWS"
2024-03,일본,AI·ML Engineer,95,11.01,68.9,87589,123.2,82.0,"Python, PyTorch, LLM, RAG"
2024-03,일본,Data Scientist/Analyst,95,5.26,74.8,89339,126.9,77.1,"Python, SQL, AWS"
2024-03,일본,Software Developer,95,5.44,73.5,90949,127.3,63.8,"Python, SQL, AWS"
2024-03,일본,Cloud/DevOps,95,7.42,68.6,42057,108.8,63.9,"Python, SQL, AWS"
2024-03,독일,AI·ML Engineer,95,8.7,68.5,76741,137.7,62.7,"Python, PyTorch, LLM, RAG"
2024-03,독일,Data Scientist/Analyst,95,5.1,62.4,68397,138.1,83.9,"Python, SQL, AWS"
2024-03,독일,Software Developer,95,10.41,80.4,98165,138.5,77.5,"Python, SQL, AWS"
2024-03,독일,Cloud/DevOps,95,9.79,60.3,122416,117.3,73.5,"Python, SQL, AWS"
2024-03,인도네시아,AI·ML Engineer,95,11.49,71.6,115209,110.6,88.7,"Python, PyTorch, LLM, RAG"
2024-03,인도네시아,Data Scientist/Analyst,95,9.0,66.8,122962,110.7,53.3,"Python, SQL, AWS"
2024-03,인도네시아,Software Developer,95,5.86,67.3,108751,130.9,72.8,"Python, SQL, AWS"
2024-03,인도네시아,Cloud/DevOps,95,6.73,75.3,61852,121.5,54.8,"Python, SQL, AWS"
2024-03,베트남,AI·ML Engineer,95,5.7,70.2,110261,120.2,82.5,"Python, PyTorch, LLM, RAG"
2024-03,베트남,Data Scientist/Analyst,95,10.79,79.7,44707,100.5,75.8,"Python, SQL, AWS"
2024-03,베트남,Software Developer,95,6.25,73.0,59276,118.8,53.1,"Python, SQL, AWS"
2024-03,베트남,Cloud/DevOps,95,7.84,60.0,92475,114.0,58.6,"Python, SQL, AWS"
2024-04,미국,AI·ML Engineer,95,5.76,64.0,62011,134.5,54.6,"Python, PyTorch, LLM, RAG"
2024-04,미국,Data Scientist/Analyst,95,6.42,70.5,76015,106.3,80.9,"Python, SQL, AWS"
2024-04,미국,Software Developer,95,5.23,63.1,105388,105.3,56.9,"Python, SQL, AWS"
2024-04,미국,Cloud/DevOps,95,3.94,69.2,122824,127.7,81.3,"Python, SQL, AWS"
2024-04,한국,AI·ML Engineer,95,8.56,66.7,50831,137.4,59.5,"Python, PyTorch, LLM, RAG"
2024-04,한국,Data Scientist/Analyst,95,9.65,82.3,68998,127.6,54.2,"Python, SQL, AWS"
2024-04,한국,Software Developer,95,5.11,81.4,99798,129.9,61.8,"Python, SQL, AWS"
2024-04,한국,Cloud/DevOps,95,6.29,61.2,81465,107.7,73.2,"Python, SQL, AWS"
2024-04,일본,AI·ML Engineer,95,4.16,60.8,123551,114.2,89.7,"Python, PyTorch, LLM, RAG"
2024-04,일본,Data Scientist/Analyst,95,9.24,74.1,68836,101.9,59.2,"Python, SQL, AWS"
2024-04,일본,Software Developer,95,9.47,75.0,103397,137.1,85.0,"Python, SQL, AWS"
2024-04,일본,Cloud/DevOps,95,5.89,64.8,107972,138.9,85.0,"Python, SQL, AWS"
2024-04,독일,AI·ML Engineer,95,5.47,65.2,100235,108.4,94.5,"Python, PyTorch, LLM, RAG"
2024-04,독일,Data Scientist/Analyst,95,4.57,68.2,45441,112.5,62.8,"Python, SQL, AWS"
2024-04,독일,Software Developer,95,4.32,66.7,73966,137.6,62.5,"Python, SQL, AWS"
2024-04,독일,Cloud/DevOps,95,7.2,63.4,108178,116.1,78.7,"Python, SQL, AWS"
2024-04,인도네시아,AI·ML Engineer,95,10.1,73.0,71972,113.1,77.7,"Python, PyTorch, LLM, RAG"
2024-04,인도네시아,Data Scientist/Analyst,95,11.34,74.5,112986,114.4,58.4,"Python, SQL, AWS"
2024-04,인도네시아,Software Developer,95,11.81,77.0,129035,112.2,62.8,"Python, SQL, AWS"
2024-04,인도네시아,Cloud/DevOps,95,4.84,81.7,113830,118.7,76.2,"Python, SQL, AWS"
2024-04,베트남,AI·ML Engineer,95,8.1,71.0,76646,121.9,81.9,"Python, PyTorch, LLM, RAG"
2024-04,베트남,Data Scientist/Analyst,95,8.92,79.1,102936,137.9,82.5,"Python, SQL, AWS"
2024-04,베트남,Software Developer,95,6.32,76.9,72091,112.2,89.2,"Python, SQL, AWS"
2024-04,베트남,Cloud/DevOps,95,8.34,80.3,68864,137.4,66.3,"Python, SQL, AWS"
2024-05,미국,AI·ML Engineer,95,8.94,67.4,54167,126.0,61.0,"Python, PyTorch, LLM, RAG"
2024-05,미국,Data Scientist/Analyst,95,10.5,60.5,119034,139.4,56.4,"Python, SQL, AWS"
2024-05,미국,Software Developer,95,6.65,84.4,128518,132.2,86.0,"Python, SQL, AWS"
2024-05,미국,Cloud/DevOps,95,8.13,62.4,58414,120.4,90.6,"Python, SQL, AWS"
2024-05,한국,AI·ML Engineer,95,7.41,79.1,114320,123.2,75.3,"Python, PyTorch, LLM, RAG"
2024-05,한국,Data Scientist/Analyst,95,8.92,81.3,62019,125.1,62.6,"Python, SQL, AWS"
2024-05,한국,Software Developer,95,9.98,73.7,108396,107.3,54.9,"Python, SQL, AWS"
2024-05,한국,Cloud/DevOps,95,5.49,79.4,56744,132.9,85.1,"Python, SQL, AWS"
2024-05,일본,AI·ML Engineer,95,11.93,66.7,78542,130.4,64.6,"Python, PyTorch, LLM, RAG"
2024-05,일본,Data Scientist/Analyst,95,6.43,70.3,89554,129.8,69.7,"Python, SQL, AWS"
2024-05,일본,Software Developer,95,7.61,64.7,70788,108.5,70.7,"Python, SQL, AWS"
2024-05,일본,Cloud/DevOps,95,10.56,68.1,51520,121.8,66.9,"Python, SQL, AWS"
2024-05,독일,AI·ML Engineer,95,10.05,62.6,75553,131.6,75.4,"Python, PyTorch, LLM, RAG"
2024-05,독일,Data Scientist/Analyst,95,8.87,65.6,107442,124.1,90.4,"Python, SQL, AWS"
2024-05,독일,Software Developer,95,3.88,64.4,120375,109.1,63.3,"Python, SQL, AWS"
2024-05,독일,Cloud/DevOps,95,9.83,68.7,65053,108.0,81.5,"Python, SQL, AWS"
2024-05,인도네시아,AI·ML Engineer,95,5.46,70.3,92916,137.3,93.8,"Python, PyTorch, LLM, RAG"
2024-05,인도네시아,Data Scientist/Analyst,95,7.53,67.4,88583,108.4,69.7,"Python, SQL, AWS"
2024-05,인도네시아,Software Developer,95,5.03,72.2,62555,124.8,65.0,"Python, SQL, AWS"
2024-05,인도네시아,Cloud/DevOps,95,5.43,61.4,69207,137.6,51.4,"Python, SQL, AWS"
2024-05,베트남,AI·ML Engineer,95,4.84,81.3,53014,107.2,83.3,"Python, PyTorch, LLM, RAG"
2024-05,베트남,Data Scientist/Analyst,95,11.53,64.1,109972,139.8,56.0,"Python, SQL, AWS"
2024-05,베트남,Software Developer,95,9.25,78.3,68540,110.7,63.6,"Python, SQL, AWS"
2024-05,베트남,Cloud/DevOps,95,8.07,68.7,47115,136.3,79.9,"Python, SQL, AWS"
2024-06,미국,AI·ML Engineer,95,8.17,76.9,91493,130.2,68.1,"Python, PyTorch, LLM, RAG"
2024-06,미국,Data Scientist/Analyst,95,9.59,74.6,64645,126.3,71.6,"Python, SQL, AWS"
2024-06,미국,Software Developer,95,11.54,78.0,70550,105.7,85.9,"Python, SQL, AWS"
2024-06,미국,Cloud/DevOps,95,11.16,74.1,56703,107.2,57.7,"Python, SQL, AWS"
2024-06,한국,AI·ML Engineer,95,10.69,79.9,101709,134.4,55.0,"Python, PyTorch, LLM, RAG"
2024-06,한국,Data Scientist/Analyst,95,8.23,83.9,60301,105.4,85.0,"Python, SQL, AWS"
2024-06,한국,Software Developer,95,6.69,82.7,66191,128.7,55.9,"Python, SQL, AWS"
2024-06,한국,Cloud/DevOps,95,9.05,75.3,49662,105.3,73.0,"Python, SQL, AWS"
2024-06,일본,AI·ML Engineer,95,8.38,81.0,107309,113.0,60.9,"Python, PyTorch, LLM, RAG"
2024-06,일본,Data Scientist/Analyst,95,11.62,80.4,100292,102.1,69.8,"Python, SQL, AWS"
2024-06,일본,Software Developer,95,3.77,72.7,115113,114.9,54.6,"Python, SQL, AWS"
2024-06,일본,Cloud/DevOps,95,6.73,63.0,45991,130.3,92.7,"Python, SQL, AWS"
2024-06,독일,AI·ML Engineer,95,8.32,70.5,96465,109.8,84.6,"Python, PyTorch, LLM, RAG"
2024-06,독일,Data Scientist/Analyst,95,11.68,79.1,43387,112.6,55.8,"Python, SQL, AWS"
2024-06,독일,Software Developer,95,6.82,71.2,125337,130.4,54.8,"Python, SQL, AWS"
2024-06,독일,Cloud/DevOps,95,5.42,80.5,81868,113.1,61.9,"Python, SQL, AWS"
2024-06,인도네시아,AI·ML Engineer,95,4.5,69.7,70405,106.4,93.0,"Python, PyTorch, LLM, RAG"
2024-06,인도네시아,Data Scientist/Analyst,95,8.15,78.1,43456,133.0,52.0,"Python, SQL, AWS"
2024-06,인도네시아,Software Developer,95,7.19,75.6,58550,109.9,77.5,"Python, SQL, AWS"
2024-06,인도네시아,Cloud/DevOps,95,10.98,65.5,48960,126.4,78.8,"Python, SQL, AWS"
2024-06,베트남,AI·ML Engineer,95,5.9,84.4,68648,135.3,68.5,"Python, PyTorch, LLM, RAG"
2024-06,베트남,Data Scientist/Analyst,95,9.28,60.8,80204,126.2,85.0,"Python, SQL, AWS"
2024-06,베트남,Software Developer,95,4.47,65.4,122861,132.0,82.1,"Python, SQL, AWS"
2024-06,베트남,Cloud/DevOps,95,8.88,78.7,65781,135.9,55.2,"Python, SQL, AWS"
2024-07,미국,AI·ML Engineer,95,10.83,83.5,115372,112.1,73.1,"Python, PyTorch, LLM, RAG"
2024-07,미국,Data Scientist/Analyst,95,5.0,73.1,120087,130.5,59.5,"Python, SQL, AWS"
2024-07,미국,Software Developer,95,10.56,64.0,40285,100.3,66.5,"Python, SQL, AWS"
2024-07,미국,Cloud/DevOps,95,4.46,70.8,89722,139.2,61.5,"Python, SQL, AWS"
2024-07,한국,AI·ML Engineer,95,9.77,63.8,105551,123.9,88.0,"Python, PyTorch, LLM, RAG"
2024-07,한국,Data Scientist/Analyst,95,9.0,62.1,73662,106.5,78.7,"Python, SQL, AWS"
2024-07,한국,Software Developer,95,4.62,66.5,127488,116.1,54.7,"Python, SQL, AWS"
2024-07,한국,Cloud/DevOps,95,8.28,80.0,118848,134.7,69.7,"Python, SQL, AWS"
2024-07,일본,AI·ML Engineer,95,5.15,78.0,124738,111.6,77.0,"Python, PyTorch, LLM, RAG"
2024-07,일본,Data Scientist/Analyst,95,8.94,65.2,61620,123.8,73.4,"Python, SQL, AWS"
2024-07,일본,Software Developer,95,8.15,60.1,63253,110.2,57.0,"Python, SQL, AWS"
2024-07,일본,Cloud/DevOps,95,6.71,68.4,109172,121.8,54.3,"Python, SQL, AWS"
2024-07,독일,AI·ML Engineer,95,9.66,83.4,76590,131.5,93.1,"Python, PyTorch, LLM, RAG"
2024-07,독일,Data Scientist/Analyst,95,7.24,65.9,58849,115.2,74.8,"Python, SQL, AWS"
2024-07,독일,Software Developer,95,4.13,64.0,116612,102.5,85.9,"Python, SQL, AWS"
2024-07,독일,Cloud/DevOps,95,4.5,65.6,117167,117.0,58.7,"Python, SQL, AWS"
2024-07,인도네시아,AI·ML Engineer,95,6.63,77.7,46318,129.3,63.8,"Python, PyTorch, LLM, RAG"
2024-07,인도네시아,Data Scientist/Analyst,95,5.47,76.6,82274,122.6,94.9,"Python, SQL, AWS"
2024-07,인도네시아,Software Developer,95,4.18,71.4,98867,137.8,54.3,"Python, SQL, AWS"
2024-07,인도네시아,Cloud/DevOps,95,11.21,79.2,55120,123.0,52.1,"Python, SQL, AWS"
2024-07,베트남,AI·ML Engineer,95,4.04,72.8,46231,132.0,83.0,"Python, PyTorch, LLM, RAG"
2024-07,베트남,Data Scientist/Analyst,95,4.02,81.5,82645,119.6,73.3,"Python, SQL, AWS"
2024-07,베트남,Software Developer,95,3.58,68.2,127702,111.4,61.4,"Python, SQL, AWS"
2024-07,베트남,Cloud/DevOps,95,6.49,61.6,91280,137.5,87.9,"Python, SQL, AWS"
2024-08,미국,AI·ML Engineer,95,8.42,67.0,123716,126.5,85.1,"Python, PyTorch, LLM, RAG"
2024-08,미국,Data Scientist/Analyst,95,4.66,65.3,84468,102.9,81.6,"Python, SQL, AWS"
2024-08,미국,Software Developer,95,8.17,66.7,110071,131.5,61.2,"Python, SQL, AWS"
2024-08,미국,Cloud/DevOps,95,7.68,66.5,92021,134.0,72.1,"Python, SQL, AWS"
2024-08,한국,AI·ML Engineer,95,11.27,75.0,47313,120.6,57.7,"Python, PyTorch, LLM, RAG"
2024-08,한국,Data Scientist/Analyst,95,9.24,61.9,107710,116.1,74.9,"Python, SQL, AWS"
2024-08,한국,Software Developer,95,6.76,70.8,78749,121.1,83.0,"Python, SQL, AWS"
2024-08,한국,Cloud/DevOps,95,6.77,63.3,53726,123.8,74.9,"Python, SQL, AWS"
2024-08,일본,AI·ML Engineer,95,9.77,82.6,82459,130.6,53.0,"Python, PyTorch, LLM, RAG"
2024-08,일본,Data Scientist/Analyst,95,7.93,80.9,75775,101.2,57.5,"Python, SQL, AWS"
2024-08,일본,Software Developer,95,8.05,69.1,88789,118.8,83.3,"Python, SQL, AWS"
2024-08,일본,Cloud/DevOps,95,11.45,81.6,116321,136.2,91.6,"Python, SQL, AWS"
2024-08,독일,AI·ML Engineer,95,8.3,62.4,110643,103.8,55.0,"Python, PyTorch, LLM, RAG"
2024-08,독일,Data Scientist/Analyst,95,6.78,82.5,85321,125.3,92.5,"Python, SQL, AWS"
2024-08,독일,Software Developer,95,6.04,83.8,72858,107.3,74.8,"Python, SQL, AWS"
2024-08,독일,Cloud/DevOps,95,9.91,63.8,99436,115.9,51.3,"Python, SQL, AWS"
2024-08,인도네시아,AI·ML Engineer,95,6.92,72.6,126827,129.4,79.1,"Python, PyTorch, LLM, RAG"
2024-08,인도네시아,Data Scientist/Analyst,95,4.33,81.6,40814,116.3,80.6,"Python, SQL, AWS"
2024-08,인도네시아,Software Developer,95,11.86,76.2,64890,114.8,93.0,"Python, SQL, AWS"
2024-08,인도네시아,Cloud/DevOps,95,3.74,78.1,112248,119.2,65.1,"Python, SQL, AWS"
2024-08,베트남,AI·ML Engineer,95,6.66,66.7,125709,133.6,70.8,"Python, PyTorch, LLM, RAG"
2024-08,베트남,Data Scientist/Analyst,95,10.17,72.0,124330,132.4,80.1,"Python, SQL, AWS"
2024-08,베트남,Software Developer,95,9.93,67.8,60877,138.2,94.4,"Python, SQL, AWS"
2024-08,베트남,Cloud/DevOps,95,5.87,75.4,114906,124.2,66.4,"Python, SQL, AWS"
2024-09,미국,AI·ML Engineer,95,5.01,60.2,81973,116.6,63.6,"Python, PyTorch, LLM, RAG"
2024-09,미국,Data Scientist/Analyst,95,11.85,62.6,50407,128.3,84.7,"Python, SQL, AWS"
2024-09,미국,Software Developer,95,10.43,75.1,51589,102.2,87.2,"Python, SQL, AWS"
2024-09,미국,Cloud/DevOps,95,6.51,71.3,61629,104.8,77.8,"Python, SQL, AWS"
2024-09,한국,AI·ML Engineer,95,6.28,67.0,64195,118.2,51.5,"Python, PyTorch, LLM, RAG"
2024-09,한국,Data Scientist/Analyst,95,11.89,70.1,81476,124.1,77.7,"Python, SQL, AWS"
2024-09,한국,Software Developer,95,8.51,80.5,43769,114.4,93.3,"Python, SQL, AWS"
2024-09,한국,Cloud/DevOps,95,9.24,65.1,70131,127.9,72.2,"Python, SQL, AWS"
2024-09,일본,AI·ML Engineer,95,10.88,65.9,119075,131.9,59.2,"Python, PyTorch, LLM, RAG"
2024-09,일본,Data Scientist/Analyst,95,11.82,72.7,114075,131.0,50.3,"Python, SQL, AWS"
2024-09,일본,Software Developer,95,7.08,61.2,91976,127.6,71.7,"Python, SQL, AWS"
2024-09,일본,Cloud/DevOps,95,4.91,82.8,93495,112.5,86.8,"Python, SQL, AWS"
2024-09,독일,AI·ML Engineer,95,5.71,82.4,59797,120.9,54.6,"Python, PyTorch, LLM, RAG"
2024-09,독일,Data Scientist/Analyst,95,7.34,61.7,103497,125.7,54.9,"Python, SQL, AWS"
2024-09,독일,Software Developer,95,10.75,82.9,53934,120.5,60.2,"Python, SQL, AWS"
2024-09,독일,Cloud/DevOps,95,5.18,74.4,124302,110.6,71.0,"Python, SQL, AWS"
2024-09,인도네시아,AI·ML Engineer,95,10.02,72.8,113138,113.4,66.9,"Python, PyTorch, LLM, RAG"
2024-09,인도네시아,Data Scientist/Analyst,95,6.76,79.2,81132,112.1,62.4,"Python, SQL, AWS"
2024-09,인도네시아,Software Developer,95,8.68,65.4,61377,104.8,91.2,"Python, SQL, AWS"
2024-09,인도네시아,Cloud/DevOps,95,8.61,81.2,59253,129.3,50.2,"Python, SQL, AWS"
2024-09,베트남,AI·ML Engineer,95,5.49,82.0,93606,102.0,80.1,"Python, PyTorch, LLM, RAG"
2024-09,베트남,Data Scientist/Analyst,95,6.53,77.9,102836,133.6,78.1,"Python, SQL, AWS"
2024-09,베트남,Software Developer,95,8.2,77.4,123709,125.0,54.4,"Python, SQL, AWS"
2024-09,베트남,Cloud/DevOps,95,11.57,84.1,81091,134.2,50.2,"Python, SQL, AWS"
2024-10,미국,AI·ML Engineer,95,10.87,83.8,59314,136.6,52.3,"Python, PyTorch, LLM, RAG"
2024-10,미국,Data Scientist/Analyst,95,10.58,71.2,128217,117.5,75.2,"Python, SQL, AWS"
2024-10,미국,Software Developer,95,7.78,81.5,120267,108.7,55.7,"Python, SQL, AWS"
2024-10,미국,Cloud/DevOps,95,8.12,64.6,122416,116.0,57.8,"Python, SQL, AWS"
2024-10,한국,AI·ML Engineer,95,4.85,67.7,107512,117.4,77.7,"Python, PyTorch, LLM, RAG"
2024-10,한국,Data Scientist/Analyst,95,11.94,82.4,64318,125.0,71.2,"Python, SQL, AWS"
2024-10,한국,Software Developer,95,8.28,70.8,112217,132.0,69.0,"Python, SQL, AWS"
2024-10,한국,Cloud/DevOps,95,7.88,83.0,50844,113.4,70.6,"Python, SQL, AWS"
2024-10,일본,AI·ML Engineer,95,7.45,68.1,90835,108.0,65.5,"Python, PyTorch, LLM, RAG"
2024-10,일본,Data Scientist/Analyst,95,10.38,83.2,119622,128.1,52.9,"Python, SQL, AWS"
2024-10,일본,Software Developer,95,7.07,71.3,49924,137.2,68.7,"Python, SQL, AWS"
2024-10,일본,Cloud/DevOps,95,7.27,69.2,105507,104.3,59.5,"Python, SQL, AWS"
